dataset,sequence_id,group_id,sequence_length,command,run_command_hash,RNAup_version,date_time_utc,exit_status,warning_present,warning_notes,output_file_path,output_detection_note,stdout_path,stderr_path,log_path,stdin_fa_path,command_txt_path,parsed_raw_table_path,file_listing_path,runtime_sec,sequence_sha256,pfScale_used,output_file_sha256
CRW,b.23.b.Synechococcus.sp,b.23.b.Synechococcus.sp,2876,/opt/anaconda3/envs/rna6nt/bin/RNAup -u 1-20 -c SHIME -T 37.0 --salt 1.021 -d2 --pfScale 1.0 --log-file=RNAup.log --log-time,e13f3fb951727087490d92f5e639fa0da481b4734cc9cbf90e57007fccdf2ef6,RNAup 2.7.2,2026-04-04T13:23:41.144865+00:00,0,False,[],/Users/hatanaka/rnaup-official-pf1p00/results/rnaup_official_pf1p00/CRW/rnaup_raw/CRW/b.23.b.Synechococcus.sp__93c67af952/b.23.b.Synechococcus.sp__93c67af952_u1.out,,/Users/hatanaka/rnaup-official-pf1p00/results/rnaup_official_pf1p00/CRW/rnaup_raw/CRW/b.23.b.Synechococcus.sp__93c67af952/stdout.txt,/Users/hatanaka/rnaup-official-pf1p00/results/rnaup_official_pf1p00/CRW/rnaup_raw/CRW/b.23.b.Synechococcus.sp__93c67af952/stderr.txt,/Users/hatanaka/rnaup-official-pf1p00/results/rnaup_official_pf1p00/CRW/rnaup_raw/CRW/b.23.b.Synechococcus.sp__93c67af952/RNAup.log,/Users/hatanaka/rnaup-official-pf1p00/results/rnaup_official_pf1p00/CRW/rnaup_raw/CRW/b.23.b.Synechococcus.sp__93c67af952/stdin.fa,/Users/hatanaka/rnaup-official-pf1p00/results/rnaup_official_pf1p00/CRW/rnaup_raw/CRW/b.23.b.Synechococcus.sp__93c67af952/command.txt,/Users/hatanaka/rnaup-official-pf1p00/results/rnaup_official_pf1p00/CRW/rnaup_raw/CRW/b.23.b.Synechococcus.sp__93c67af952/parsed_raw_table.csv.gz,/Users/hatanaka/rnaup-official-pf1p00/results/rnaup_official_pf1p00/CRW/rnaup_raw/CRW/b.23.b.Synechococcus.sp__93c67af952/file_listing.json,45.47016501426697,3896173cdfe8f4f4561b88e6fde6a51b214a034d28e6bc7ae8f1cced76da8fff,1.0,79d14629c5e84ec974bfee99e22edb4952a0bca743f525d18b7f1cdb27ee5238
CRW,b.23.b.T.aquaticus,b.23.b.T.aquaticus,2915,/opt/anaconda3/envs/rna6nt/bin/RNAup -u 1-20 -c SHIME -T 37.0 --salt 1.021 -d2 --pfScale 1.0 --log-file=RNAup.log --log-time,e13f3fb951727087490d92f5e639fa0da481b4734cc9cbf90e57007fccdf2ef6,RNAup 2.7.2,2026-04-04T13:24:29.121584+00:00,0,False,[],/Users/hatanaka/rnaup-official-pf1p00/results/rnaup_official_pf1p00/CRW/rnaup_raw/CRW/b.23.b.T.aquaticus__f8c26ece4c/b.23.b.T.aquaticus__f8c26ece4c_u1.out,,/Users/hatanaka/rnaup-official-pf1p00/results/rnaup_official_pf1p00/CRW/rnaup_raw/CRW/b.23.b.T.aquaticus__f8c26ece4c/stdout.txt,/Users/hatanaka/rnaup-official-pf1p00/results/rnaup_official_pf1p00/CRW/rnaup_raw/CRW/b.23.b.T.aquaticus__f8c26ece4c/stderr.txt,/Users/hatanaka/rnaup-official-pf1p00/results/rnaup_official_pf1p00/CRW/rnaup_raw/CRW/b.23.b.T.aquaticus__f8c26ece4c/RNAup.log,/Users/hatanaka/rnaup-official-pf1p00/results/rnaup_official_pf1p00/CRW/rnaup_raw/CRW/b.23.b.T.aquaticus__f8c26ece4c/stdin.fa,/Users/hatanaka/rnaup-official-pf1p00/results/rnaup_official_pf1p00/CRW/rnaup_raw/CRW/b.23.b.T.aquaticus__f8c26ece4c/command.txt,/Users/hatanaka/rnaup-official-pf1p00/results/rnaup_official_pf1p00/CRW/rnaup_raw/CRW/b.23.b.T.aquaticus__f8c26ece4c/parsed_raw_table.csv.gz,/Users/hatanaka/rnaup-official-pf1p00/results/rnaup_official_pf1p00/CRW/rnaup_raw/CRW/b.23.b.T.aquaticus__f8c26ece4c/file_listing.json,47.49601197242737,fe5035d7ee517d55a5a935c601b37348022172606491fafff68a1a8a274bf6ff,1.0,5f102778b674a6310b569c5e2f7784fdcd967a91600d3a76eee0fb48c35a76b3
CRW,b.23.b.T.whippelii,b.23.b.T.whippelii,3098,/opt/anaconda3/envs/rna6nt/bin/RNAup -u 1-20 -c SHIME -T 37.0 --salt 1.021 -d2 --pfScale 1.0 --log-file=RNAup.log --log-time,e13f3fb951727087490d92f5e639fa0da481b4734cc9cbf90e57007fccdf2ef6,RNAup 2.7.2,2026-04-04T13:25:26.097668+00:00,0,False,[],/Users/hatanaka/rnaup-official-pf1p00/results/rnaup_official_pf1p00/CRW/rnaup_raw/CRW/b.23.b.T.whippelii__a357edb9bf/b.23.b.T.whippelii__a357edb9bf_u1.out,,/Users/hatanaka/rnaup-official-pf1p00/results/rnaup_official_pf1p00/CRW/rnaup_raw/CRW/b.23.b.T.whippelii__a357edb9bf/stdout.txt,/Users/hatanaka/rnaup-official-pf1p00/results/rnaup_official_pf1p00/CRW/rnaup_raw/CRW/b.23.b.T.whippelii__a357edb9bf/stderr.txt,/Users/hatanaka/rnaup-official-pf1p00/results/rnaup_official_pf1p00/CRW/rnaup_raw/CRW/b.23.b.T.whippelii__a357edb9bf/RNAup.log,/Users/hatanaka/rnaup-official-pf1p00/results/rnaup_official_pf1p00/CRW/rnaup_raw/CRW/b.23.b.T.whippelii__a357edb9bf/stdin.fa,/Users/hatanaka/rnaup-official-pf1p00/results/rnaup_official_pf1p00/CRW/rnaup_raw/CRW/b.23.b.T.whippelii__a357edb9bf/command.txt,/Users/hatanaka/rnaup-official-pf1p00/results/rnaup_official_pf1p00/CRW/rnaup_raw/CRW/b.23.b.T.whippelii__a357edb9bf/parsed_raw_table.csv.gz,/Users/hatanaka/rnaup-official-pf1p00/results/rnaup_official_pf1p00/CRW/rnaup_raw/CRW/b.23.b.T.whippelii__a357edb9bf/file_listing.json,56.486512899398804,5c9603cd2b5d47d654e7435d480d9197397470acda61f729dd67545c6ddfaad6,1.0,c2251d4032fe85c03b51fbb23c6279a8bee669dfe4d1f176e70217d82de32b45
CRW,b.23.e.H.sapiens,b.23.e.H.sapiens,5184,/opt/anaconda3/envs/rna6nt/bin/RNAup -u 1-20 -c SHIME -T 37.0 --salt 1.021 -d2 --pfScale 1.0 --log-file=RNAup.log --log-time,e13f3fb951727087490d92f5e639fa0da481b4734cc9cbf90e57007fccdf2ef6,RNAup 2.7.2,2026-04-04T13:29:44.061672+00:00,0,False,[],/Users/hatanaka/rnaup-official-pf1p00/results/rnaup_official_pf1p00/CRW/rnaup_raw/CRW/b.23.e.H.sapiens__965bb3615e/b.23.e.H.sapiens__965bb3615e_u1.out,,/Users/hatanaka/rnaup-official-pf1p00/results/rnaup_official_pf1p00/CRW/rnaup_raw/CRW/b.23.e.H.sapiens__965bb3615e/stdout.txt,/Users/hatanaka/rnaup-official-pf1p00/results/rnaup_official_pf1p00/CRW/rnaup_raw/CRW/b.23.e.H.sapiens__965bb3615e/stderr.txt,/Users/hatanaka/rnaup-official-pf1p00/results/rnaup_official_pf1p00/CRW/rnaup_raw/CRW/b.23.e.H.sapiens__965bb3615e/RNAup.log,/Users/hatanaka/rnaup-official-pf1p00/results/rnaup_official_pf1p00/CRW/rnaup_raw/CRW/b.23.e.H.sapiens__965bb3615e/stdin.fa,/Users/hatanaka/rnaup-official-pf1p00/results/rnaup_official_pf1p00/CRW/rnaup_raw/CRW/b.23.e.H.sapiens__965bb3615e/command.txt,/Users/hatanaka/rnaup-official-pf1p00/results/rnaup_official_pf1p00/CRW/rnaup_raw/CRW/b.23.e.H.sapiens__965bb3615e/parsed_raw_table.csv.gz,/Users/hatanaka/rnaup-official-pf1p00/results/rnaup_official_pf1p00/CRW/rnaup_raw/CRW/b.23.e.H.sapiens__965bb3615e/file_listing.json,257.4383409023285,1141fff35cb79b2267143e29b8af555b61e701a1524507bc2e83ef64d5f52697,1.0,7b8a6c6e49cf2cca528495a71b704bb4e4d5f51d22051206f28e3683d6dd0863
CRW,b.23.e.T.gondii,b.23.e.T.gondii,3627,/opt/anaconda3/envs/rna6nt/bin/RNAup -u 1-20 -c SHIME -T 37.0 --salt 1.021 -d2 --pfScale 1.0 --log-file=RNAup.log --log-time,e13f3fb951727087490d92f5e639fa0da481b4734cc9cbf90e57007fccdf2ef6,RNAup 2.7.2,2026-04-04T13:31:17.859836+00:00,0,False,[],/Users/hatanaka/rnaup-official-pf1p00/results/rnaup_official_pf1p00/CRW/rnaup_raw/CRW/b.23.e.T.gondii__9b5d6bd2f5/b.23.e.T.gondii__9b5d6bd2f5_u1.out,,/Users/hatanaka/rnaup-official-pf1p00/results/rnaup_official_pf1p00/CRW/rnaup_raw/CRW/b.23.e.T.gondii__9b5d6bd2f5/stdout.txt,/Users/hatanaka/rnaup-official-pf1p00/results/rnaup_official_pf1p00/CRW/rnaup_raw/CRW/b.23.e.T.gondii__9b5d6bd2f5/stderr.txt,/Users/hatanaka/rnaup-official-pf1p00/results/rnaup_official_pf1p00/CRW/rnaup_raw/CRW/b.23.e.T.gondii__9b5d6bd2f5/RNAup.log,/Users/hatanaka/rnaup-official-pf1p00/results/rnaup_official_pf1p00/CRW/rnaup_raw/CRW/b.23.e.T.gondii__9b5d6bd2f5/stdin.fa,/Users/hatanaka/rnaup-official-pf1p00/results/rnaup_official_pf1p00/CRW/rnaup_raw/CRW/b.23.e.T.gondii__9b5d6bd2f5/command.txt,/Users/hatanaka/rnaup-official-pf1p00/results/rnaup_official_pf1p00/CRW/rnaup_raw/CRW/b.23.e.T.gondii__9b5d6bd2f5/parsed_raw_table.csv.gz,/Users/hatanaka/rnaup-official-pf1p00/results/rnaup_official_pf1p00/CRW/rnaup_raw/CRW/b.23.e.T.gondii__9b5d6bd2f5/file_listing.json,92.92213582992554,047ee8965f63313d904a2b754ce677abe16efde6836e2f5daf67f4ec44253195,1.0,cb8f41a49815f70f58da409feabe6e2b7a1f37d8feacf5f01573e7fb700952e5
CRW,b.23.m.L.tarentolae,b.23.m.L.tarentolae,1173,/opt/anaconda3/envs/rna6nt/bin/RNAup -u 1-20 -c SHIME -T 37.0 --salt 1.021 -d2 --pfScale 1.0 --log-file=RNAup.log --log-time,e13f3fb951727087490d92f5e639fa0da481b4734cc9cbf90e57007fccdf2ef6,RNAup 2.7.2,2026-04-04T13:31:23.652353+00:00,0,False,[],/Users/hatanaka/rnaup-official-pf1p00/results/rnaup_official_pf1p00/CRW/rnaup_raw/CRW/b.23.m.L.tarentolae__6ae5e62d7e/b.23.m.L.tarentolae__6ae5e62d7e_u1.out,,/Users/hatanaka/rnaup-official-pf1p00/results/rnaup_official_pf1p00/CRW/rnaup_raw/CRW/b.23.m.L.tarentolae__6ae5e62d7e/stdout.txt,/Users/hatanaka/rnaup-official-pf1p00/results/rnaup_official_pf1p00/CRW/rnaup_raw/CRW/b.23.m.L.tarentolae__6ae5e62d7e/stderr.txt,/Users/hatanaka/rnaup-official-pf1p00/results/rnaup_official_pf1p00/CRW/rnaup_raw/CRW/b.23.m.L.tarentolae__6ae5e62d7e/RNAup.log,/Users/hatanaka/rnaup-official-pf1p00/results/rnaup_official_pf1p00/CRW/rnaup_raw/CRW/b.23.m.L.tarentolae__6ae5e62d7e/stdin.fa,/Users/hatanaka/rnaup-official-pf1p00/results/rnaup_official_pf1p00/CRW/rnaup_raw/CRW/b.23.m.L.tarentolae__6ae5e62d7e/command.txt,/Users/hatanaka/rnaup-official-pf1p00/results/rnaup_official_pf1p00/CRW/rnaup_raw/CRW/b.23.m.L.tarentolae__6ae5e62d7e/parsed_raw_table.csv.gz,/Users/hatanaka/rnaup-official-pf1p00/results/rnaup_official_pf1p00/CRW/rnaup_raw/CRW/b.23.m.L.tarentolae__6ae5e62d7e/file_listing.json,5.19341516494751,ffffceb26579ba3138081183773cd0a7be1cba6b14bad67768232e20b222720d,1.0,24720577a81e27a753b948f94a0738f4c96eb082dde0a03829bf7f0bb06442bf
CRW,b.23.m.S.cerevisiae,b.23.m.S.cerevisiae,3273,/opt/anaconda3/envs/rna6nt/bin/RNAup -u 1-20 -c SHIME -T 37.0 --salt 1.021 -d2 --pfScale 1.0 --log-file=RNAup.log --log-time,e13f3fb951727087490d92f5e639fa0da481b4734cc9cbf90e57007fccdf2ef6,RNAup 2.7.2,2026-04-04T13:32:34.120156+00:00,0,False,[],/Users/hatanaka/rnaup-official-pf1p00/results/rnaup_official_pf1p00/CRW/rnaup_raw/CRW/b.23.m.S.cerevisiae__618674b954/b.23.m.S.cerevisiae__618674b954_u1.out,,/Users/hatanaka/rnaup-official-pf1p00/results/rnaup_official_pf1p00/CRW/rnaup_raw/CRW/b.23.m.S.cerevisiae__618674b954/stdout.txt,/Users/hatanaka/rnaup-official-pf1p00/results/rnaup_official_pf1p00/CRW/rnaup_raw/CRW/b.23.m.S.cerevisiae__618674b954/stderr.txt,/Users/hatanaka/rnaup-official-pf1p00/results/rnaup_official_pf1p00/CRW/rnaup_raw/CRW/b.23.m.S.cerevisiae__618674b954/RNAup.log,/Users/hatanaka/rnaup-official-pf1p00/results/rnaup_official_pf1p00/CRW/rnaup_raw/CRW/b.23.m.S.cerevisiae__618674b954/stdin.fa,/Users/hatanaka/rnaup-official-pf1p00/results/rnaup_official_pf1p00/CRW/rnaup_raw/CRW/b.23.m.S.cerevisiae__618674b954/command.txt,/Users/hatanaka/rnaup-official-pf1p00/results/rnaup_official_pf1p00/CRW/rnaup_raw/CRW/b.23.m.S.cerevisiae__618674b954/parsed_raw_table.csv.gz,/Users/hatanaka/rnaup-official-pf1p00/results/rnaup_official_pf1p00/CRW/rnaup_raw/CRW/b.23.m.S.cerevisiae__618674b954/file_listing.json,70.25365400314331,85739a2dd412208716e5e97bacc83c802df1d3c596bd55164e2a38e910300cc2,1.0,5beecb278abf3c2fec672887d6e523c8a701d886eaa30403c358c32ffb7ee114
CRW,d.23.a.H.marismortui.1,d.23.a.H.marismortui.1,2925,/opt/anaconda3/envs/rna6nt/bin/RNAup -u 1-20 -c SHIME -T 37.0 --salt 1.021 -d2 --pfScale 1.0 --log-file=RNAup.log --log-time,e13f3fb951727087490d92f5e639fa0da481b4734cc9cbf90e57007fccdf2ef6,RNAup 2.7.2,2026-04-04T13:33:22.723855+00:00,0,False,[],/Users/hatanaka/rnaup-official-pf1p00/results/rnaup_official_pf1p00/CRW/rnaup_raw/CRW/d.23.a.H.marismortui.1__7c0167ef3b/d.23.a.H.marismortui.1__7c0167ef3b_u1.out,,/Users/hatanaka/rnaup-official-pf1p00/results/rnaup_official_pf1p00/CRW/rnaup_raw/CRW/d.23.a.H.marismortui.1__7c0167ef3b/stdout.txt,/Users/hatanaka/rnaup-official-pf1p00/results/rnaup_official_pf1p00/CRW/rnaup_raw/CRW/d.23.a.H.marismortui.1__7c0167ef3b/stderr.txt,/Users/hatanaka/rnaup-official-pf1p00/results/rnaup_official_pf1p00/CRW/rnaup_raw/CRW/d.23.a.H.marismortui.1__7c0167ef3b/RNAup.log,/Users/hatanaka/rnaup-official-pf1p00/results/rnaup_official_pf1p00/CRW/rnaup_raw/CRW/d.23.a.H.marismortui.1__7c0167ef3b/stdin.fa,/Users/hatanaka/rnaup-official-pf1p00/results/rnaup_official_pf1p00/CRW/rnaup_raw/CRW/d.23.a.H.marismortui.1__7c0167ef3b/command.txt,/Users/hatanaka/rnaup-official-pf1p00/results/rnaup_official_pf1p00/CRW/rnaup_raw/CRW/d.23.a.H.marismortui.1__7c0167ef3b/parsed_raw_table.csv.gz,/Users/hatanaka/rnaup-official-pf1p00/results/rnaup_official_pf1p00/CRW/rnaup_raw/CRW/d.23.a.H.marismortui.1__7c0167ef3b/file_listing.json,48.04354524612427,23429f55014dacc91e7ff128aaea6cc9b8adf8a3909f74dd77453fe2fd5b9e30,1.0,25957fc5d698d98e640e1ffe1a220c1234fd35343b2a6e005b3316340bd767ff
CRW,d.23.a.H.marismortui.2,d.23.a.H.marismortui.2,2930,/opt/anaconda3/envs/rna6nt/bin/RNAup -u 1-20 -c SHIME -T 37.0 --salt 1.021 -d2 --pfScale 1.0 --log-file=RNAup.log --log-time,e13f3fb951727087490d92f5e639fa0da481b4734cc9cbf90e57007fccdf2ef6,RNAup 2.7.2,2026-04-04T13:34:10.936585+00:00,0,False,[],/Users/hatanaka/rnaup-official-pf1p00/results/rnaup_official_pf1p00/CRW/rnaup_raw/CRW/d.23.a.H.marismortui.2__5bb1463836/d.23.a.H.marismortui.2__5bb1463836_u1.out,,/Users/hatanaka/rnaup-official-pf1p00/results/rnaup_official_pf1p00/CRW/rnaup_raw/CRW/d.23.a.H.marismortui.2__5bb1463836/stdout.txt,/Users/hatanaka/rnaup-official-pf1p00/results/rnaup_official_pf1p00/CRW/rnaup_raw/CRW/d.23.a.H.marismortui.2__5bb1463836/stderr.txt,/Users/hatanaka/rnaup-official-pf1p00/results/rnaup_official_pf1p00/CRW/rnaup_raw/CRW/d.23.a.H.marismortui.2__5bb1463836/RNAup.log,/Users/hatanaka/rnaup-official-pf1p00/results/rnaup_official_pf1p00/CRW/rnaup_raw/CRW/d.23.a.H.marismortui.2__5bb1463836/stdin.fa,/Users/hatanaka/rnaup-official-pf1p00/results/rnaup_official_pf1p00/CRW/rnaup_raw/CRW/d.23.a.H.marismortui.2__5bb1463836/command.txt,/Users/hatanaka/rnaup-official-pf1p00/results/rnaup_official_pf1p00/CRW/rnaup_raw/CRW/d.23.a.H.marismortui.2__5bb1463836/parsed_raw_table.csv.gz,/Users/hatanaka/rnaup-official-pf1p00/results/rnaup_official_pf1p00/CRW/rnaup_raw/CRW/d.23.a.H.marismortui.2__5bb1463836/file_listing.json,47.70807385444641,e24023ce22debc030a707914bfcee3935ed33591546d949a3369c71ea02a554e,1.0,918bb4fc391ddaa2cf8ec1de581e739d1646c072daf4e1e7abe87ab99df64665
CRW,d.23.a.H.marismortui.3,d.23.a.H.marismortui.3,2930,/opt/anaconda3/envs/rna6nt/bin/RNAup -u 1-20 -c SHIME -T 37.0 --salt 1.021 -d2 --pfScale 1.0 --log-file=RNAup.log --log-time,e13f3fb951727087490d92f5e639fa0da481b4734cc9cbf90e57007fccdf2ef6,RNAup 2.7.2,2026-04-04T13:34:59.041590+00:00,0,False,[],/Users/hatanaka/rnaup-official-pf1p00/results/rnaup_official_pf1p00/CRW/rnaup_raw/CRW/d.23.a.H.marismortui.3__054e740f13/d.23.a.H.marismortui.3__054e740f13_u1.out,,/Users/hatanaka/rnaup-official-pf1p00/results/rnaup_official_pf1p00/CRW/rnaup_raw/CRW/d.23.a.H.marismortui.3__054e740f13/stdout.txt,/Users/hatanaka/rnaup-official-pf1p00/results/rnaup_official_pf1p00/CRW/rnaup_raw/CRW/d.23.a.H.marismortui.3__054e740f13/stderr.txt,/Users/hatanaka/rnaup-official-pf1p00/results/rnaup_official_pf1p00/CRW/rnaup_raw/CRW/d.23.a.H.marismortui.3__054e740f13/RNAup.log,/Users/hatanaka/rnaup-official-pf1p00/results/rnaup_official_pf1p00/CRW/rnaup_raw/CRW/d.23.a.H.marismortui.3__054e740f13/stdin.fa,/Users/hatanaka/rnaup-official-pf1p00/results/rnaup_official_pf1p00/CRW/rnaup_raw/CRW/d.23.a.H.marismortui.3__054e740f13/command.txt,/Users/hatanaka/rnaup-official-pf1p00/results/rnaup_official_pf1p00/CRW/rnaup_raw/CRW/d.23.a.H.marismortui.3__054e740f13/parsed_raw_table.csv.gz,/Users/hatanaka/rnaup-official-pf1p00/results/rnaup_official_pf1p00/CRW/rnaup_raw/CRW/d.23.a.H.marismortui.3__054e740f13/file_listing.json,47.58758807182312,59e761ac6e1823977a1656f479a3af8c9bdb358c973b56f81d101160d67aab9b,1.0,77a6938feb19bbbf5d13cc973a51386b5709427278cf5b4a63086fd31df210a3
CRW,d.23.a.M.jannaschii,d.23.a.M.jannaschii,3012,/opt/anaconda3/envs/rna6nt/bin/RNAup -u 1-20 -c SHIME -T 37.0 --salt 1.021 -d2 --pfScale 1.0 --log-file=RNAup.log --log-time,e13f3fb951727087490d92f5e639fa0da481b4734cc9cbf90e57007fccdf2ef6,RNAup 2.7.2,2026-04-04T13:35:51.884372+00:00,0,False,[],/Users/hatanaka/rnaup-official-pf1p00/results/rnaup_official_pf1p00/CRW/rnaup_raw/CRW/d.23.a.M.jannaschii__22fb39221d/d.23.a.M.jannaschii__22fb39221d_u1.out,,/Users/hatanaka/rnaup-official-pf1p00/results/rnaup_official_pf1p00/CRW/rnaup_raw/CRW/d.23.a.M.jannaschii__22fb39221d/stdout.txt,/Users/hatanaka/rnaup-official-pf1p00/results/rnaup_official_pf1p00/CRW/rnaup_raw/CRW/d.23.a.M.jannaschii__22fb39221d/stderr.txt,/Users/hatanaka/rnaup-official-pf1p00/results/rnaup_official_pf1p00/CRW/rnaup_raw/CRW/d.23.a.M.jannaschii__22fb39221d/RNAup.log,/Users/hatanaka/rnaup-official-pf1p00/results/rnaup_official_pf1p00/CRW/rnaup_raw/CRW/d.23.a.M.jannaschii__22fb39221d/stdin.fa,/Users/hatanaka/rnaup-official-pf1p00/results/rnaup_official_pf1p00/CRW/rnaup_raw/CRW/d.23.a.M.jannaschii__22fb39221d/command.txt,/Users/hatanaka/rnaup-official-pf1p00/results/rnaup_official_pf1p00/CRW/rnaup_raw/CRW/d.23.a.M.jannaschii__22fb39221d/parsed_raw_table.csv.gz,/Users/hatanaka/rnaup-official-pf1p00/results/rnaup_official_pf1p00/CRW/rnaup_raw/CRW/d.23.a.M.jannaschii__22fb39221d/file_listing.json,52.3474440574646,cb2db9485d74b5679111d0dde9cd2336f91c9c5fd85eac4b29f2a803776da590,1.0,8f5293a9d9f7956d83ad41ec8461e4351953c767535d13dc3a703ebf3fc63f80
CRW,d.23.a.T.celer,d.23.a.T.celer,3029,/opt/anaconda3/envs/rna6nt/bin/RNAup -u 1-20 -c SHIME -T 37.0 --salt 1.021 -d2 --pfScale 1.0 --log-file=RNAup.log --log-time,e13f3fb951727087490d92f5e639fa0da481b4734cc9cbf90e57007fccdf2ef6,RNAup 2.7.2,2026-04-04T13:36:45.879344+00:00,0,False,[],/Users/hatanaka/rnaup-official-pf1p00/results/rnaup_official_pf1p00/CRW/rnaup_raw/CRW/d.23.a.T.celer__c4db357fa1/d.23.a.T.celer__c4db357fa1_u1.out,,/Users/hatanaka/rnaup-official-pf1p00/results/rnaup_official_pf1p00/CRW/rnaup_raw/CRW/d.23.a.T.celer__c4db357fa1/stdout.txt,/Users/hatanaka/rnaup-official-pf1p00/results/rnaup_official_pf1p00/CRW/rnaup_raw/CRW/d.23.a.T.celer__c4db357fa1/stderr.txt,/Users/hatanaka/rnaup-official-pf1p00/results/rnaup_official_pf1p00/CRW/rnaup_raw/CRW/d.23.a.T.celer__c4db357fa1/RNAup.log,/Users/hatanaka/rnaup-official-pf1p00/results/rnaup_official_pf1p00/CRW/rnaup_raw/CRW/d.23.a.T.celer__c4db357fa1/stdin.fa,/Users/hatanaka/rnaup-official-pf1p00/results/rnaup_official_pf1p00/CRW/rnaup_raw/CRW/d.23.a.T.celer__c4db357fa1/command.txt,/Users/hatanaka/rnaup-official-pf1p00/results/rnaup_official_pf1p00/CRW/rnaup_raw/CRW/d.23.a.T.celer__c4db357fa1/parsed_raw_table.csv.gz,/Users/hatanaka/rnaup-official-pf1p00/results/rnaup_official_pf1p00/CRW/rnaup_raw/CRW/d.23.a.T.celer__c4db357fa1/file_listing.json,53.472163915634155,2f2802ed1b5f0004a5c62fed4b1a9fb7b0140dc15aff2359089914173f8857f6,1.0,292a5fe8b1c0a319157a86346aff47bfaebff3509faf3d867e4f69d867774977
CRW,d.23.b.A.aeolicus,d.23.b.A.aeolicus,2956,/opt/anaconda3/envs/rna6nt/bin/RNAup -u 1-20 -c SHIME -T 37.0 --salt 1.021 -d2 --pfScale 1.0 --log-file=RNAup.log --log-time,e13f3fb951727087490d92f5e639fa0da481b4734cc9cbf90e57007fccdf2ef6,RNAup 2.7.2,2026-04-04T13:37:36.241773+00:00,0,False,[],/Users/hatanaka/rnaup-official-pf1p00/results/rnaup_official_pf1p00/CRW/rnaup_raw/CRW/d.23.b.A.aeolicus__50a3f2dd87/d.23.b.A.aeolicus__50a3f2dd87_u1.out,,/Users/hatanaka/rnaup-official-pf1p00/results/rnaup_official_pf1p00/CRW/rnaup_raw/CRW/d.23.b.A.aeolicus__50a3f2dd87/stdout.txt,/Users/hatanaka/rnaup-official-pf1p00/results/rnaup_official_pf1p00/CRW/rnaup_raw/CRW/d.23.b.A.aeolicus__50a3f2dd87/stderr.txt,/Users/hatanaka/rnaup-official-pf1p00/results/rnaup_official_pf1p00/CRW/rnaup_raw/CRW/d.23.b.A.aeolicus__50a3f2dd87/RNAup.log,/Users/hatanaka/rnaup-official-pf1p00/results/rnaup_official_pf1p00/CRW/rnaup_raw/CRW/d.23.b.A.aeolicus__50a3f2dd87/stdin.fa,/Users/hatanaka/rnaup-official-pf1p00/results/rnaup_official_pf1p00/CRW/rnaup_raw/CRW/d.23.b.A.aeolicus__50a3f2dd87/command.txt,/Users/hatanaka/rnaup-official-pf1p00/results/rnaup_official_pf1p00/CRW/rnaup_raw/CRW/d.23.b.A.aeolicus__50a3f2dd87/parsed_raw_table.csv.gz,/Users/hatanaka/rnaup-official-pf1p00/results/rnaup_official_pf1p00/CRW/rnaup_raw/CRW/d.23.b.A.aeolicus__50a3f2dd87/file_listing.json,49.847830057144165,bd951900ab0b36e98406a61c5423f73a9af0cca0398fb81cecd62001c51b7fb0,1.0,9c92164f9e3ce57ea8b90d5a029ed6f50068840c7593dd67402f77e1261a3c06
CRW,d.23.b.A.calcoaceticus,d.23.b.A.calcoaceticus,2903,/opt/anaconda3/envs/rna6nt/bin/RNAup -u 1-20 -c SHIME -T 37.0 --salt 1.021 -d2 --pfScale 1.0 --log-file=RNAup.log --log-time,e13f3fb951727087490d92f5e639fa0da481b4734cc9cbf90e57007fccdf2ef6,RNAup 2.7.2,2026-04-04T13:38:24.727954+00:00,0,False,[],/Users/hatanaka/rnaup-official-pf1p00/results/rnaup_official_pf1p00/CRW/rnaup_raw/CRW/d.23.b.A.calcoaceticus__ec088857a0/d.23.b.A.calcoaceticus__ec088857a0_u1.out,,/Users/hatanaka/rnaup-official-pf1p00/results/rnaup_official_pf1p00/CRW/rnaup_raw/CRW/d.23.b.A.calcoaceticus__ec088857a0/stdout.txt,/Users/hatanaka/rnaup-official-pf1p00/results/rnaup_official_pf1p00/CRW/rnaup_raw/CRW/d.23.b.A.calcoaceticus__ec088857a0/stderr.txt,/Users/hatanaka/rnaup-official-pf1p00/results/rnaup_official_pf1p00/CRW/rnaup_raw/CRW/d.23.b.A.calcoaceticus__ec088857a0/RNAup.log,/Users/hatanaka/rnaup-official-pf1p00/results/rnaup_official_pf1p00/CRW/rnaup_raw/CRW/d.23.b.A.calcoaceticus__ec088857a0/stdin.fa,/Users/hatanaka/rnaup-official-pf1p00/results/rnaup_official_pf1p00/CRW/rnaup_raw/CRW/d.23.b.A.calcoaceticus__ec088857a0/command.txt,/Users/hatanaka/rnaup-official-pf1p00/results/rnaup_official_pf1p00/CRW/rnaup_raw/CRW/d.23.b.A.calcoaceticus__ec088857a0/parsed_raw_table.csv.gz,/Users/hatanaka/rnaup-official-pf1p00/results/rnaup_official_pf1p00/CRW/rnaup_raw/CRW/d.23.b.A.calcoaceticus__ec088857a0/file_listing.json,47.98540377616882,7b2104a2c9e123e8755a8cf187d6da2d657bc9252ac334a75593a08150a578ec,1.0,abdfc32eb80abe1ba3d8e7c297cc9f26865d5b5a0d0b95f47853932e169ea6a9
